TEMPORADA;ESPECIE;Provincia;capturas
2010-2011;REBECO;PALENCIA;115
2010-2011;CABRA MONTÉS;AVILA;215
2010-2011;CABRA MONTÉS;SALAMANCA;106
2010-2011;MUFLÓN;AVILA;120
2010-2011;GAMO;AVILA;95
2010-2011;GAMO;VALLADOLID;8
2010-2011;CONEJO;PALENCIA;53686
2010-2011;CONEJO;SALAMANCA;34050
2010-2011;LIEBRE;PALENCIA;2432
2010-2011;LIEBRE;SALAMANCA;15462
2010-2011;LIEBRE;ZAMORA;8909
2010-2011;ZORRO;PALENCIA;2632
2010-2011;ZORRO;SORIA;2561
2010-2011;PERDIZ ROJA;LEON;7904
2010-2011;PERDIZ ROJA;PALENCIA;20014
2010-2011;PERDIZ ROJA;SORIA;24083
2010-2011;PALOMA ZURITA;LEON;195
2010-2011;PALOMA ZURITA;PALENCIA;4193
2010-2011;PALOMA ZURITA;SEGOVIA;1452
2010-2011;PALOMA ZURITA;SORIA;1094
2010-2011;PALOMA ZURITA;VALLADOLID;9959
2010-2011;PALOMA ZURITA;ZAMORA;5757
2010-2011;PALOMA BRAVIA;LEON;742
2010-2011;PALOMA BRAVIA;PALENCIA;12026
2010-2011;PALOMA BRAVIA;SEGOVIA;4824
2010-2011;PALOMA BRAVIA;ZAMORA;9843
2010-2011;PALOMA TORCAZ;AVILA;11756
2010-2011;PALOMA TORCAZ;LEON;3572
2010-2011;PALOMA TORCAZ;SALAMANCA;29525
2010-2011;PALOMA TORCAZ;SEGOVIA;6981
2010-2011;PALOMA TORCAZ;SORIA;8819
2010-2011;TÓRTOLA;LEON;862
2010-2011;TÓRTOLA;SEGOVIA;2233
2010-2011;CODORNIZ;BURGOS;217138
2010-2011;CODORNIZ;LEON;44621
2010-2011;CODORNIZ;ZAMORA;38122
2010-2011;BECADA;PALENCIA;3195
2010-2011;BECADA;SORIA;3182
2010-2011;URRACAS;AVILA;1526
2010-2011;URRACAS;PALENCIA;6053
2010-2011;URRACAS;ZAMORA;2242
2010-2011;CORNEJAS;BURGOS;1189
2010-2011;PATO REAL O AZULÓN;SALAMANCA;5355
2010-2011;PATO REAL O AZULÓN;SEGOVIA;7621
2010-2011;OTRAS AVES ACUÁTICAS;BURGOS;264
2010-2011;OTRAS AVES ACUÁTICAS;LEON;601
2010-2011;OTRAS AVES ACUÁTICAS;ZAMORA;349
2010-2011;ZORZAL;PALENCIA;1450
2010-2011;ZORZAL;SALAMANCA;12205
2010-2011;ZORZAL;SORIA;27305
2010-2011;FAISÁN;BURGOS;171
2010-2011;FAISÁN;LEON;1
2010-2011;FAISÁN;PALENCIA;356
2010-2011;FAISÁN;SALAMANCA;186
2010-2011;FAISÁN;VALLADOLID;12
2010-2011;FAISÁN;ZAMORA;2947
2010-2011;JABALÍ;VALLADOLID;939
2010-2011;JABALÍ;ZAMORA;2282
2010-2011;LOBO;BURGOS;4
2010-2011;LOBO;LEON;23
2010-2011;LOBO;PALENCIA;8
2010-2011;LOBO;ZAMORA;20
2010-2011;CORZO;AVILA;35
2010-2011;CORZO;PALENCIA;440
2010-2011;CORZO;SEGOVIA;469
2010-2011;CORZO;VALLADOLID;10
2010-2011;VENADO;BURGOS;520
2010-2011;VENADO;VALLADOLID;52
2010-2011;CABRA MONTÉS;BURGOS;3
2010-2011;MUFLÓN;LEON;8
2010-2011;MUFLÓN;VALLADOLID;7
2010-2011;GAMO;SALAMANCA;122
2010-2011;CONEJO;AVILA;17989
2010-2011;CONEJO;LEON;6959
2010-2011;CONEJO;SEGOVIA;28624
2010-2011;CONEJO;SORIA;11889
2010-2011;CONEJO;VALLADOLID;104698
2010-2011;ZORRO;AVILA;2481
2010-2011;ZORRO;BURGOS;2880
2010-2011;ZORRO;SALAMANCA;11763
2010-2011;ZORRO;VALLADOLID;2970
2010-2011;ZORRO;ZAMORA;3006
2010-2011;PERDIZ ROJA;SALAMANCA;19878
2010-2011;PERDIZ ROJA;SEGOVIA;9048
2010-2011;PERDIZ ROJA;ZAMORA;17980
2010-2011;PALOMA ZURITA;SALAMANCA;6492
2010-2011;PALOMA BRAVIA;BURGOS;1637
2010-2011;PALOMA BRAVIA;SORIA;1706
2010-2011;PALOMA BRAVIA;VALLADOLID;23120
2010-2011;PALOMA TORCAZ;VALLADOLID;23211
2010-2011;PALOMA TORCAZ;ZAMORA;9915
2010-2011;TÓRTOLA;AVILA;3408
2010-2011;TÓRTOLA;BURGOS;5927
2010-2011;TÓRTOLA;VALLADOLID;7923
2010-2011;CODORNIZ;AVILA;10233
2010-2011;BECADA;BURGOS;9135
2010-2011;BECADA;LEON;939
2010-2011;BECADA;SALAMANCA;2987
2010-2011;BECADA;SEGOVIA;691
2010-2011;URRACAS;LEON;244
2010-2011;URRACAS;SEGOVIA;3938
2010-2011;URRACAS;VALLADOLID;6928
2010-2011;OTRAS AVES ACUÁTICAS;AVILA;1228
2010-2011;OTRAS AVES ACUÁTICAS;SORIA;598
2010-2011;OTRAS AVES ACUÁTICAS;VALLADOLID;354
2010-2011;ZORZAL;SEGOVIA;2457
2010-2011;ZORZAL;VALLADOLID;3011
2010-2011;ZORZAL;ZAMORA;6931
2010-2011;FAISÁN;SORIA;1404
2010-2011;JABALÍ;BURGOS;4032
2010-2011;JABALÍ;LEON;2850
2010-2011;JABALÍ;SORIA;3296
2010-2011;CORZO;BURGOS;2789
2010-2011;CORZO;LEON;937
2010-2011;VENADO;AVILA;448
2010-2011;VENADO;SALAMANCA;273
2010-2011;VENADO;SEGOVIA;83
2010-2011;VENADO;SORIA;5491
2010-2011;VENADO;ZAMORA;426
2010-2011;CABRA MONTÉS;LEON;15
2010-2011;CABRA MONTÉS;SEGOVIA;3
2010-2011;MUFLÓN;BURGOS;1
2010-2011;MUFLÓN;SALAMANCA;67
2010-2011;GAMO;BURGOS;54
2010-2011;GAMO;LEON;80
2010-2011;GAMO;PALENCIA;3
2010-2011;CONEJO;BURGOS;24718
2010-2011;CONEJO;ZAMORA;44267
2010-2011;LIEBRE;AVILA;4135
2010-2011;LIEBRE;BURGOS;6406
2010-2011;LIEBRE;LEON;3863
2010-2011;LIEBRE;SEGOVIA;4722
2010-2011;LIEBRE;SORIA;16782
2010-2011;LIEBRE;VALLADOLID;7977
2010-2011;ZORRO;LEON;697
2010-2011;ZORRO;SEGOVIA;2710
2010-2011;PERDIZ ROJA;AVILA;8270
2010-2011;PERDIZ ROJA;BURGOS;34404
2010-2011;PERDIZ ROJA;VALLADOLID;27376
2010-2011;PALOMA ZURITA;AVILA;2954
2010-2011;PALOMA ZURITA;BURGOS;1360
2010-2011;PALOMA BRAVIA;AVILA;3471
2010-2011;PALOMA BRAVIA;SALAMANCA;10772
2010-2011;PALOMA TORCAZ;BURGOS;15580
2010-2011;PALOMA TORCAZ;PALENCIA;7510
2010-2011;TÓRTOLA;PALENCIA;3488
2010-2011;TÓRTOLA;SALAMANCA;24670
2010-2011;TÓRTOLA;SORIA;4910
2010-2011;TÓRTOLA;ZAMORA;8036
2010-2011;CODORNIZ;PALENCIA;151046
2010-2011;CODORNIZ;SALAMANCA;23661
2010-2011;CODORNIZ;SEGOVIA;21232
2010-2011;CODORNIZ;SORIA;101868
2010-2011;CODORNIZ;VALLADOLID;54426
2010-2011;BECADA;AVILA;528
2010-2011;BECADA;VALLADOLID;785
2010-2011;BECADA;ZAMORA;1302
2010-2011;URRACAS;BURGOS;4956
2010-2011;URRACAS;SALAMANCA;2910
2010-2011;CORNEJAS;ZAMORA;1201
2010-2011;PATO REAL O AZULÓN;BURGOS;1415
2010-2011;PATO REAL O AZULÓN;PALENCIA;1199
2010-2011;PATO REAL O AZULÓN;VALLADOLID;1897
2010-2011;PATO REAL O AZULÓN;ZAMORA;1499
2010-2011;OTRAS AVES ACUÁTICAS;PALENCIA;494
2010-2011;OTRAS AVES ACUÁTICAS;SALAMANCA;816
2010-2011;OTRAS AVES ACUÁTICAS;SEGOVIA;322
2010-2011;ZORZAL;AVILA;9556
2010-2011;ZORZAL;BURGOS;15736
2010-2011;ZORZAL;LEON;417
2010-2011;FAISÁN;SEGOVIA;7712
2011-2012;LOBO;PALENCIA;10
2011-2012;LOBO;VALLADOLID;1
2011-2012;CORZO;AVILA;37
2011-2012;CORZO;LEON;1205
2011-2012;VENADO;PALENCIA;507
2011-2012;VENADO;SALAMANCA;150
2011-2012;VENADO;ZAMORA;614
2011-2012;CABRA MONTÉS;BURGOS;19
2011-2012;CABRA MONTÉS;SEGOVIA;1
2011-2012;MUFLÓN;AVILA;168
2011-2012;MUFLÓN;SALAMANCA;97
2011-2012;MUFLÓN;VALLADOLID;23
2011-2012;GAMO;AVILA;297
2011-2012;GAMO;BURGOS;150
2011-2012;GAMO;LEON;80
2011-2012;CONEJO;BURGOS;26988
2011-2012;CONEJO;ZAMORA;47641
2011-2012;LIEBRE;LEON;4595
2011-2012;LIEBRE;SEGOVIA;4537
2011-2012;ZORRO;BURGOS;2644
2011-2012;ZORRO;LEON;817
2011-2012;ZORRO;SEGOVIA;1552
2011-2012;ZORRO;SORIA;287
2011-2012;ZORRO;VALLADOLID;2629
2011-2012;PERDIZ ROJA;SALAMANCA;10477
2011-2012;PERDIZ ROJA;SEGOVIA;8091
2011-2012;PERDIZ ROJA;SORIA;22589
2011-2012;PERDIZ ROJA;VALLADOLID;23279
2011-2012;PALOMA ZURITA;AVILA;3554
2011-2012;PALOMA ZURITA;LEON;198
2011-2012;PALOMA ZURITA;PALENCIA;2127
2011-2012;PALOMA ZURITA;ZAMORA;3048
2011-2012;PALOMA BRAVIA;AVILA;3448
2011-2012;PALOMA BRAVIA;SEGOVIA;4105
2011-2012;PALOMA BRAVIA;VALLADOLID;25246
2011-2012;PALOMA BRAVIA;ZAMORA;9321
2011-2012;PALOMA TORCAZ;VALLADOLID;20034
2011-2012;TÓRTOLA;AVILA;3711
2011-2012;TÓRTOLA;BURGOS;7460
2011-2012;TÓRTOLA;PALENCIA;2319
2011-2012;CODORNIZ;BURGOS;220259
2011-2012;CODORNIZ;PALENCIA;133566
2011-2012;CODORNIZ;SEGOVIA;15839
2011-2012;BECADA;LEON;1277
2011-2012;URRACAS;AVILA;2017
2011-2012;URRACAS;PALENCIA;3189
2011-2012;URRACAS;SALAMANCA;915
2011-2012;URRACAS;SEGOVIA;2000
2011-2012;URRACAS;ZAMORA;1430
2011-2012;CORNEJAS;LEON;0
2011-2012;CORNEJAS;PALENCIA;107
2011-2012;CORNEJAS;VALLADOLID;0
2011-2012;CORNEJAS;ZAMORA;1100
2011-2012;PATO REAL O AZULÓN;BURGOS;1011
2011-2012;PATO REAL O AZULÓN;SEGOVIA;763
2011-2012;OTRAS AVES ACUÁTICAS;AVILA;1295
2011-2012;OTRAS AVES ACUÁTICAS;LEON;731
2011-2012;OTRAS AVES ACUÁTICAS;SEGOVIA;30
2011-2012;ZORZAL;BURGOS;17315
2011-2012;ZORZAL;PALENCIA;1276
2011-2012;ZORZAL;VALLADOLID;3232
2011-2012;FAISÁN;BURGOS;133
2011-2012;FAISÁN;LEON;17
2011-2012;FAISÁN;PALENCIA;8
2011-2012;FAISÁN;SALAMANCA;0
2011-2012;FAISÁN;SEGOVIA;194
2011-2012;FAISÁN;SORIA;0
2011-2012;JABALÍ;LEON;3862
2011-2012;JABALÍ;PALENCIA;950
2011-2012;JABALÍ;SALAMANCA;2543
2011-2012;JABALÍ;SORIA;4831
2011-2012;JABALÍ;ZAMORA;2316
2011-2012;CORZO;BURGOS;3134
2011-2012;CORZO;PALENCIA;610
2011-2012;CORZO;SALAMANCA;101
2011-2012;CORZO;SEGOVIA;324
2011-2012;CORZO;SORIA;4124
2011-2012;CORZO;ZAMORA;605
2011-2012;VENADO;VALLADOLID;34
2011-2012;REBECO;LEON;227
2011-2012;REBECO;PALENCIA;31
2011-2012;CABRA MONTÉS;AVILA;211
2011-2012;CABRA MONTÉS;SALAMANCA;23
2011-2012;MUFLÓN;BURGOS;1
2011-2012;GAMO;PALENCIA;3
2011-2012;GAMO;VALLADOLID;105
2011-2012;CONEJO;AVILA;33921
2011-2012;CONEJO;LEON;8321
2011-2012;CONEJO;PALENCIA;50266
2011-2012;CONEJO;SALAMANCA;16958
2011-2012;CONEJO;SEGOVIA;15369
2011-2012;CONEJO;SORIA;11308
2011-2012;LIEBRE;VALLADOLID;8571
2011-2012;ZORRO;AVILA;2979
2011-2012;ZORRO;PALENCIA;1383
2011-2012;ZORRO;ZAMORA;2652
2011-2012;PERDIZ ROJA;AVILA;12272
2011-2012;PERDIZ ROJA;ZAMORA;16919
2011-2012;PALOMA ZURITA;BURGOS;1993
2011-2012;PALOMA ZURITA;SALAMANCA;1770
2011-2012;PALOMA ZURITA;SORIA;1296
2011-2012;PALOMA BRAVIA;BURGOS;2116
2011-2012;PALOMA BRAVIA;LEON;740
2011-2012;PALOMA BRAVIA;SALAMANCA;7321
2011-2012;PALOMA TORCAZ;AVILA;16129
2011-2012;PALOMA TORCAZ;BURGOS;14317
2011-2012;PALOMA TORCAZ;LEON;4432
2011-2012;PALOMA TORCAZ;PALENCIA;8110
2011-2012;PALOMA TORCAZ;SEGOVIA;6384
2011-2012;PALOMA TORCAZ;SORIA;9874
2011-2012;TÓRTOLA;LEON;1083
2011-2012;TÓRTOLA;SEGOVIA;2154
2011-2012;TÓRTOLA;VALLADOLID;7355
2011-2012;CODORNIZ;AVILA;14203
2011-2012;CODORNIZ;LEON;52413
2011-2012;CODORNIZ;SALAMANCA;11238
2011-2012;CODORNIZ;SORIA;122918
2011-2012;BECADA;AVILA;608
2011-2012;BECADA;BURGOS;7728
2011-2012;BECADA;PALENCIA;3195
2011-2012;BECADA;SEGOVIA;471
2011-2012;BECADA;VALLADOLID;747
2011-2012;URRACAS;BURGOS;4552
2011-2012;URRACAS;LEON;248
2011-2012;URRACAS;VALLADOLID;5881
2011-2012;CORNEJAS;SEGOVIA;57
2011-2012;PATO REAL O AZULÓN;LEON;295
2011-2012;PATO REAL O AZULÓN;SALAMANCA;1877
2011-2012;PATO REAL O AZULÓN;VALLADOLID;2108
2011-2012;OTRAS AVES ACUÁTICAS;SALAMANCA;329
2011-2012;OTRAS AVES ACUÁTICAS;VALLADOLID;322
2011-2012;OTRAS AVES ACUÁTICAS;ZAMORA;452
2011-2012;ZORZAL;AVILA;14415
2011-2012;ZORZAL;LEON;567
2011-2012;ZORZAL;SEGOVIA;3312
2011-2012;ZORZAL;SORIA;26419
2011-2012;ZORZAL;ZAMORA;1400
2011-2012;FAISÁN;AVILA;818
2011-2012;FAISÁN;VALLADOLID;42
2011-2012;JABALÍ;AVILA;2442
2011-2012;JABALÍ;BURGOS;3940
2011-2012;JABALÍ;SEGOVIA;823
2011-2012;JABALÍ;VALLADOLID;772
2011-2012;LOBO;BURGOS;3
2011-2012;LOBO;LEON;19
2011-2012;LOBO;ZAMORA;21
2011-2012;CORZO;VALLADOLID;26
2011-2012;VENADO;AVILA;358
2011-2012;VENADO;BURGOS;313
2011-2012;VENADO;LEON;364
2011-2012;VENADO;SEGOVIA;4
2011-2012;VENADO;SORIA;4571
2011-2012;CABRA MONTÉS;LEON;16
2011-2012;MUFLÓN;LEON;0
2011-2012;GAMO;SALAMANCA;129
2011-2012;CONEJO;VALLADOLID;11134
2011-2012;LIEBRE;AVILA;5524
2011-2012;LIEBRE;BURGOS;6036
2011-2012;LIEBRE;PALENCIA;2592
2011-2012;LIEBRE;SALAMANCA;6279
2011-2012;LIEBRE;SORIA;14541
2011-2012;LIEBRE;ZAMORA;9627
2011-2012;ZORRO;SALAMANCA;4265
2011-2012;PERDIZ ROJA;BURGOS;33262
2011-2012;PERDIZ ROJA;LEON;9667
2011-2012;PERDIZ ROJA;PALENCIA;18157
2011-2012;PALOMA ZURITA;SEGOVIA;1063
2011-2012;PALOMA ZURITA;VALLADOLID;9883
2011-2012;PALOMA BRAVIA;PALENCIA;8326
2011-2012;PALOMA BRAVIA;SORIA;1161
2011-2012;PALOMA TORCAZ;SALAMANCA;11931
2011-2012;PALOMA TORCAZ;ZAMORA;8953
2011-2012;TÓRTOLA;SALAMANCA;10777
2011-2012;TÓRTOLA;SORIA;4856
2011-2012;TÓRTOLA;ZAMORA;8130
2011-2012;CODORNIZ;VALLADOLID;51529
2011-2012;CODORNIZ;ZAMORA;42241
2011-2012;BECADA;SALAMANCA;988
2011-2012;BECADA;SORIA;6140
2011-2012;BECADA;ZAMORA;1083
2011-2012;CORNEJAS;BURGOS;311
2011-2012;PATO REAL O AZULÓN;PALENCIA;11
2011-2012;PATO REAL O AZULÓN;ZAMORA;1407
2011-2012;OTRAS AVES ACUÁTICAS;BURGOS;1050
2011-2012;OTRAS AVES ACUÁTICAS;PALENCIA;874
2011-2012;ZORZAL;SALAMANCA;3596
2011-2012;FAISÁN;ZAMORA;0
2012-2013;JABALÍ;AVILA;3487
2012-2013;JABALÍ;PALENCIA;1454
2012-2013;JABALÍ;SALAMANCA;4460
2012-2013;JABALÍ;SEGOVIA;912
2012-2013;LOBO;BURGOS;6
2012-2013;LOBO;PALENCIA;14
2012-2013;CORZO;AVILA;110
2012-2013;CORZO;LEON;864
2012-2013;CORZO;SALAMANCA;189
2012-2013;CORZO;SORIA;4692
2012-2013;CORZO;ZAMORA;736
2012-2013;VENADO;SORIA;4966
2012-2013;REBECO;LEON;316
2012-2013;REBECO;PALENCIA;26
2012-2013;CABRA MONTES;LEON;19
2012-2013;CABRA MONTES;SEGOVIA;2
2012-2013;GAMO;BURGOS;90
2012-2013;GAMO;PALENCIA;10
2012-2013;GAMO;VALLADOLID;26
2012-2013;CONEJO;AVILA;28538
2012-2013;CONEJO;SALAMANCA;26413
2012-2013;CONEJO;VALLADOLID;83082
2012-2013;LIEBRE;LEON;1976
2012-2013;LIEBRE;SEGOVIA;3703
2012-2013;LIEBRE;SORIA;12119
2012-2013;LIEBRE;VALLADOLID;8727
2012-2013;LIEBRE;ZAMORA;10076
2012-2013;ZORRO;PALENCIA;2120
2012-2013;ZORRO;SALAMANCA;8059
2012-2013;ZORRO;SEGOVIA;1384
2012-2013;PERDIZ ROJA;AVILA;11630
2012-2013;PERDIZ ROJA;SEGOVIA;5218
2012-2013;PERDIZ ROJA;SORIA;15009
2012-2013;PERDIZ ROJA;VALLADOLID;12118
2012-2013;PALOMA ZURITA;BURGOS;891
2012-2013;PALOMA ZURITA;SEGOVIA;645
2012-2013;PALOMA BRAVÍA;BURGOS;1630
2012-2013;PALOMA BRAVÍA;LEON;524
2012-2013;PALOMA TORCAZ;AVILA;16718
2012-2013;PALOMA TORCAZ;BURGOS;15574
2012-2013;PALOMA TORCAZ;PALENCIA;11456
2012-2013;TORTOLA;BURGOS;5854
2012-2013;TORTOLA;PALENCIA;3379
2012-2013;TORTOLA;ZAMORA;6177
2012-2013;CODORNIZ;AVILA;10019
2012-2013;CODORNIZ;BURGOS;167681
2012-2013;CODORNIZ;SORIA;69758
2012-2013;BECADA;VALLADOLID;570
2012-2013;URRACAS,GRAJILLAS;AVILA;2062
2012-2013;URRACAS,GRAJILLAS;BURGOS;5855
2012-2013;PATO REAL O AZULÓN;ZAMORA;1583
2012-2013;OTRAS AVES ACUÁTICAS;VALLADOLID;397
2012-2013;OTRAS AVES ACUÁTICAS;ZAMORA;478
2012-2013;ZORZAL;LEON;112
2012-2013;ZORZAL;SEGOVIA;2614
2012-2013;ZORZAL;ZAMORA;2454
2012-2013;FAISAN;BURGOS;166
2012-2013;FAISAN;LEON;2
2012-2013;FAISAN;PALENCIA;229
2012-2013;FAISAN;SEGOVIA;2655
2012-2013;JABALÍ;BURGOS;4103
2012-2013;JABALÍ;VALLADOLID;915
2012-2013;LOBO;ZAMORA;30
2012-2013;CORZO;BURGOS;4001
2012-2013;CORZO;PALENCIA;652
2012-2013;VENADO;BURGOS;512
2012-2013;VENADO;LEON;304
2012-2013;VENADO;SEGOVIA;138
2012-2013;VENADO;VALLADOLID;45
2012-2013;VENADO;ZAMORA;589
2012-2013;CABRA MONTES;BURGOS;5
2012-2013;MUFLÓN;AVILA;158
2012-2013;MUFLÓN;SEGOVIA;45
2012-2013;MUFLÓN;VALLADOLID;29
2012-2013;GAMO;SEGOVIA;51
2012-2013;CONEJO;PALENCIA;44934
2012-2013;CONEJO;ZAMORA;47214
2012-2013;LIEBRE;AVILA;6277
2012-2013;LIEBRE;PALENCIA;3292
2012-2013;ZORRO;AVILA;3741
2012-2013;ZORRO;SORIA;2365
2012-2013;ZORRO;VALLADOLID;2557
2012-2013;PERDIZ ROJA;BURGOS;21866
2012-2013;PERDIZ ROJA;LEON;4926
2012-2013;PERDIZ ROJA;ZAMORA;13988
2012-2013;PALOMA ZURITA;AVILA;2669
2012-2013;PALOMA ZURITA;PALENCIA;3632
2012-2013;PALOMA ZURITA;SALAMANCA;2440
2012-2013;PALOMA ZURITA;SORIA;1089
2012-2013;PALOMA ZURITA;VALLADOLID;9850
2012-2013;PALOMA ZURITA;ZAMORA;2009
2012-2013;PALOMA BRAVÍA;PALENCIA;10787
2012-2013;PALOMA BRAVÍA;SORIA;1220
2012-2013;PALOMA TORCAZ;LEON;2527
2012-2013;PALOMA TORCAZ;VALLADOLID;18476
2012-2013;PALOMA TORCAZ;ZAMORA;9385
2012-2013;TORTOLA;AVILA;4076
2012-2013;TORTOLA;SORIA;5331
2012-2013;CODORNIZ;LEON;29368
2012-2013;CODORNIZ;PALENCIA;96004
2012-2013;CODORNIZ;SALAMANCA;15709
2012-2013;CODORNIZ;SEGOVIA;10700
2012-2013;CODORNIZ;VALLADOLID;28504
2012-2013;CODORNIZ;ZAMORA;31933
2012-2013;BECADA;SEGOVIA;618
2012-2013;BECADA;SORIA;8023
2012-2013;URRACAS,GRAJILLAS;SALAMANCA;1500
2012-2013;URRACAS,GRAJILLAS;VALLADOLID;4651
2012-2013;PATO REAL O AZULÓN;PALENCIA;1131
2012-2013;PATO REAL O AZULÓN;SEGOVIA;611
2012-2013;OTRAS AVES ACUÁTICAS;LEON;195
2012-2013;OTRAS AVES ACUÁTICAS;PALENCIA;416
2012-2013;OTRAS AVES ACUÁTICAS;SALAMANCA;488
2012-2013;OTRAS AVES ACUÁTICAS;SEGOVIA;67
2012-2013;ZORZAL;AVILA;12559
2012-2013;ZORZAL;SALAMANCA;6147
2012-2013;ZORZAL;SORIA;52485
2012-2013;JABALÍ;LEON;2033
2012-2013;JABALÍ;SORIA;4296
2012-2013;JABALÍ;ZAMORA;3334
2012-2013;LOBO;LEON;17
2012-2013;LOBO;VALLADOLID;1
2012-2013;CORZO;SEGOVIA;418
2012-2013;CORZO;VALLADOLID;35
2012-2013;VENADO;PALENCIA;560
2012-2013;VENADO;SALAMANCA;356
2012-2013;CABRA MONTES;AVILA;465
2012-2013;CABRA MONTES;SALAMANCA;55
2012-2013;MUFLÓN;SALAMANCA;102
2012-2013;GAMO;AVILA;259
2012-2013;GAMO;SALAMANCA;115
2012-2013;CONEJO;BURGOS;25534
2012-2013;CONEJO;LEON;5969
2012-2013;CONEJO;SEGOVIA;13140
2012-2013;CONEJO;SORIA;9520
2012-2013;LIEBRE;BURGOS;6220
2012-2013;LIEBRE;SALAMANCA;11002
2012-2013;ZORRO;BURGOS;3032
2012-2013;ZORRO;LEON;1009
2012-2013;ZORRO;ZAMORA;3222
2012-2013;PERDIZ ROJA;PALENCIA;13438
2012-2013;PERDIZ ROJA;SALAMANCA;11102
2012-2013;PALOMA ZURITA;LEON;79
2012-2013;PALOMA BRAVÍA;AVILA;3689
2012-2013;PALOMA BRAVÍA;SALAMANCA;7718
2012-2013;PALOMA BRAVÍA;SEGOVIA;2367
2012-2013;PALOMA BRAVÍA;VALLADOLID;14011
2012-2013;PALOMA BRAVÍA;ZAMORA;6935
2012-2013;PALOMA TORCAZ;SALAMANCA;25742
2012-2013;PALOMA TORCAZ;SEGOVIA;4756
2012-2013;PALOMA TORCAZ;SORIA;9361
2012-2013;TORTOLA;LEON;539
2012-2013;TORTOLA;SALAMANCA;19253
2012-2013;TORTOLA;SEGOVIA;1826
2012-2013;TORTOLA;VALLADOLID;6191
2012-2013;BECADA;AVILA;897
2012-2013;BECADA;BURGOS;10189
2012-2013;BECADA;LEON;624
2012-2013;BECADA;PALENCIA;4287
2012-2013;BECADA;SALAMANCA;1956
2012-2013;BECADA;ZAMORA;1460
2012-2013;URRACAS,GRAJILLAS;LEON;952
2012-2013;URRACAS,GRAJILLAS;PALENCIA;5865
2012-2013;URRACAS,GRAJILLAS;SEGOVIA;2276
2012-2013;URRACAS,GRAJILLAS;ZAMORA;3701
2012-2013;PATO REAL O AZULÓN;AVILA;692
2012-2013;PATO REAL O AZULÓN;BURGOS;23
2012-2013;PATO REAL O AZULÓN;LEON;6
2012-2013;PATO REAL O AZULÓN;SALAMANCA;3629
2012-2013;PATO REAL O AZULÓN;VALLADOLID;1690
2012-2013;OTRAS AVES ACUÁTICAS;AVILA;51
2012-2013;OTRAS AVES ACUÁTICAS;BURGOS;546
2012-2013;ZORZAL;BURGOS;15089
2012-2013;ZORZAL;PALENCIA;2788
2012-2013;ZORZAL;VALLADOLID;3632
2012-2013;FAISAN;AVILA;739
2012-2013;FAISAN;SALAMANCA;657
2012-2013;FAISAN;VALLADOLID;30
2013-2014;JABALÍ;PALENCIA;1063
2013-2014;JABALÍ;SALAMANCA;5402
2013-2014;JABALÍ;SEGOVIA;1034
2013-2014;JABALÍ;ZAMORA;4269
2013-2014;LOBO;AVILA;0
2013-2014;LOBO;PALENCIA;19
2013-2014;CORZO;AVILA;185
2013-2014;CORZO;LEON;1491
2013-2014;CORZO;SEGOVIA;437
2013-2014;VENADO;LEON;409
2013-2014;VENADO;SORIA;4905
2013-2014;VENADO;VALLADOLID;101
2013-2014;REBECO;SALAMANCA;0
2013-2014;CABRA MONTES;AVILA;469
2013-2014;CABRA MONTES;VALLADOLID;0
2013-2014;MUFLÓN;PALENCIA;0
2013-2014;MUFLÓN;SALAMANCA;63
2013-2014;GAMO;BURGOS;75
2013-2014;GAMO;SORIA;0
2013-2014;GAMO;VALLADOLID;62
2013-2014;GAMO;ZAMORA;0
2013-2014;CONEJO;LEON;11979
2013-2014;CONEJO;SALAMANCA;23477
2013-2014;CONEJO;ZAMORA;28859
2013-2014;LIEBRE;AVILA;6623
2013-2014;LIEBRE;BURGOS;6882
2013-2014;LIEBRE;PALENCIA;3801
2013-2014;ZORRO;PALENCIA;1535
2013-2014;ZORRO;SALAMANCA;8829
2013-2014;ZORRO;VALLADOLID;2839
2013-2014;PERDIZ ROJA;AVILA;14047
2013-2014;PERDIZ ROJA;BURGOS;29928
2013-2014;PERDIZ ROJA;LEON;9888
2013-2014;PERDIZ ROJA;VALLADOLID;17133
2013-2014;PERDIZ ROJA;ZAMORA;11910
2013-2014;PALOMA ZURITA;LEON;60
2013-2014;PALOMA ZURITA;PALENCIA;3597
2013-2014;PALOMA ZURITA;SORIA;735
2013-2014;PALOMA BRAVÍA;BURGOS;1995
2013-2014;PALOMA BRAVÍA;LEON;132
2013-2014;PALOMA BRAVÍA;PALENCIA;9345
2013-2014;PALOMA BRAVÍA;SORIA;705
2013-2014;PALOMA TORCAZ;BURGOS;15581
2013-2014;PALOMA TORCAZ;PALENCIA;8249
2013-2014;PALOMA TORCAZ;SALAMANCA;29709
2013-2014;PALOMA TORCAZ;ZAMORA;11662
2013-2014;TORTOLA;AVILA;4562
2013-2014;TORTOLA;SEGOVIA;1647
2013-2014;BECADA;SEGOVIA;522
2013-2014;CÓRVIDOS;PALENCIA;3944
2013-2014;CÓRVIDOS;SORIA;2031
2013-2014;PATO REAL O AZULÓN;BURGOS;1281
2013-2014;OTRAS AVES ACUÁTICAS;AVILA;197
2013-2014;OTRAS AVES ACUÁTICAS;BURGOS;359
2013-2014;OTRAS AVES ACUÁTICAS;PALENCIA;999
